GEOID,Jobs (LODES)_desert,Hospitals_desert,Groceries_desert,Schools_desert,n_deserts,multi_desert,disadvantage_z,posterior_mean_jobs
06073013411,True,True,True,False,3,True,-0.6658585014237673,3211.638057072279
06073013412,False,True,True,True,3,True,-0.3723106065078605,6962.16557300654
06073013414,False,False,True,False,1,False,-0.3703409510184549,10645.22299073284
06073013415,False,False,True,False,1,False,-0.7586068985789111,7125.555160655285
06073013416,False,False,True,False,1,False,-0.5571530847711564,4734.012957871396
06073013417,False,False,True,False,1,False,-0.6186156911987125,6512.765440690827
06073013418,False,False,True,False,1,False,0.3245680449637392,9654.594729900055
06073013420,False,False,True,False,1,False,-0.1537957845856626,6880.247104090004
06073013421,False,False,True,False,1,False,-0.4668753284260155,7898.004818896263
06073013422,True,True,True,True,4,True,-0.6342239823182487,959.6049320691394
06073013423,True,True,True,True,4,True,-0.5916791264801161,181.9353810360548
06073013424,False,False,True,False,1,False,-0.7768484882870424,8294.77948833621
06073013425,False,False,True,True,2,False,-1.05250743222512,5520.166907833082
06073013503,True,False,False,False,1,False,0.1213423618252318,3721.259730671789
06073013504,True,False,False,False,1,False,-0.6377479297244611,2427.592104376
06073013505,True,False,False,False,1,False,0.1072896174262101,4229.842100868487
06073013506,True,False,True,True,3,True,0.0785676270225487,1661.8766168851305
06073013601,True,False,False,False,1,False,0.1080756399289191,3359.1907839834007
06073013604,True,True,True,True,4,True,-0.2073476916739647,2184.9167493687332
06073013605,True,False,True,True,3,True,-0.696758417240488,2553.511980657413
06073013607,True,False,False,True,2,False,-0.0185375208672137,4021.564863564493
06073013608,True,False,True,False,2,False,1.301076935118725,3730.390858427782
06073013701,False,True,False,False,1,False,0.2254371234249152,6404.808083977494
06073013702,False,True,False,False,1,False,-0.0094160918945048,10428.439139715947
06073013801,False,True,False,False,1,False,0.8484483295513486,10312.492639921973
06073013802,False,True,False,False,1,False,0.2681715865296701,8761.69565154858
06073013903,True,True,False,True,3,True,-0.0374713519008668,2989.1838908006016
06073013905,False,False,False,True,1,False,-0.5517812985017226,4621.738922235111
06073013906,False,True,False,False,1,False,0.9907194372059428,5110.809052270893
06073013907,True,True,False,False,2,False,0.759057382672684,4213.841935199491
06073013908,True,True,False,False,2,False,0.2512046223520925,4492.789133982323
06073013909,True,True,False,True,3,True,0.1310163528645237,2866.509658065886
06073014001,False,True,False,False,1,False,0.3460734112574626,9094.577505463127
06073014002,False,True,False,False,1,False,0.4445408932407501,10497.68749488421
06073014101,False,True,False,False,1,False,-0.0920898069681972,7910.196262993198
06073014102,True,True,False,False,2,False,0.1603952856387773,4275.507668962602
06073014200,False,True,False,False,1,False,-0.0409172061192856,8411.15236997298
06073014300,False,True,False,False,1,False,0.2171949037373778,8567.591612918557
06073014400,False,True,False,False,1,False,1.2870415559639583,14323.26654090754
06073014500,False,False,False,False,0,False,0.2804126477842178,17817.108045412322
06073014601,False,False,False,False,0,False,1.4322255009495288,19736.731834647602
06073014602,False,False,False,False,0,False,-0.4852283546574503,13928.693415395504
06073014701,False,False,False,False,0,False,0.224066236665076,23709.398699272144
06073014702,False,False,False,False,0,False,-0.2344955751996298,19608.831773653743
06073014803,False,False,False,False,0,False,0.836729538977782,22933.124125490194
06073014804,False,False,False,False,0,False,0.1545046256592221,24073.21428284568
06073014805,False,False,False,False,0,False,0.373656241556191,12836.451620229454
06073014806,False,False,False,False,0,False,1.7031426278504078,18970.643607032758
06073014901,False,False,False,False,0,False,0.5513445724253406,21743.837453996617
06073014902,False,False,False,False,0,False,0.6153118105030085,23217.915425363033
06073015001,False,False,False,False,0,False,0.991760484790771,17494.91415655789
06073015002,False,False,False,False,0,False,1.3737802554344858,19655.200415221527
06073015100,False,False,False,False,0,False,-0.1611374187288977,13623.948396124333
06073015200,False,False,False,True,1,False,-0.7550886123723348,11294.647245746353
06073015301,False,False,False,False,0,False,1.2622323184885635,15588.62569880392
06073015302,False,False,False,False,0,False,-0.3057462192411356,6656.5907259648
06073015403,True,False,False,False,1,False,-0.7109211394782168,3066.4283063695043
06073015405,True,False,True,True,3,True,-0.4603794864378299,282.8838559566492
06073015406,True,True,True,True,4,True,-0.6067528265136214,212.98509319631688
06073015407,False,False,False,False,0,False,1.7308304317743184,15036.700728688424
06073015408,True,False,False,True,2,False,-0.0006149076544439,3076.535761060376
06073015501,True,True,True,True,4,True,-0.3644676746291842,1415.8295159361476
06073015502,True,True,True,True,4,True,-0.416784142761808,2769.1397095749803
06073015601,False,False,False,False,0,False,0.7630058195122041,14666.48377889078
06073015602,True,False,False,True,2,False,-0.1146100140432484,2234.9044898824936
06073015701,False,False,False,False,0,False,1.8921617128475516,17763.94612050575
06073015704,False,False,False,False,0,False,1.2602012941591825,16384.822994300295
06073015705,False,False,False,False,0,False,0.8167291168562051,16417.795420824234
06073015706,False,False,False,False,0,False,2.0441625413794973,16393.240223617093
06073015801,False,False,False,False,0,False,1.5315309128036578,33466.11627911299
06073015802,False,False,False,False,0,False,1.3147286951038497,33752.092098833404
06073015901,False,False,False,False,0,False,1.601722001496528,31565.503363914137
06073015902,False,False,False,False,0,False,1.5623835838708733,29277.691152586012
06073016000,False,False,False,False,0,False,0.6025788828899947,18292.737339953244
06073016100,False,False,False,False,0,False,-0.2209396495088069,23356.747491714887
06073016201,False,False,False,False,0,False,-0.3382445316645566,19071.94007609633
06073016202,False,False,False,False,0,False,0.9693094942072786,30099.77774022219
06073016301,False,False,False,False,0,False,1.4699946024291126,31920.876667944918
06073016302,False,False,False,False,0,False,1.2748493159196144,33461.749221610735
06073016401,False,False,False,False,0,False,0.0007711493713854,9454.130475162086
06073016403,True,False,True,True,3,True,0.5169589370936247,2619.8005731703447
06073016404,False,False,False,False,0,False,1.7826186882910848,12011.38742114158
06073016502,False,False,False,False,0,False,0.9799097763752442,25416.35979029993
06073016503,False,True,False,True,2,False,0.0067644456029936,22243.170184224935
06073016504,False,False,False,False,0,False,1.3668193187074669,31212.34225741674
06073016606,False,False,False,True,1,False,-0.5462945062989256,5938.006405066416
06073016607,False,False,False,True,1,False,-0.279681910576265,10671.606609132388
06073016608,False,True,True,True,3,True,-0.2747826600925336,5458.9994733636295
06073016609,True,True,True,True,4,True,-0.1673953403666839,1131.8346030056332
06073016610,False,False,False,False,0,False,0.3188217599351985,11079.566434014529
06073016613,False,False,False,False,0,False,-0.4441754897742713,6650.989222256765
06073016614,False,False,False,False,0,False,0.2145126677635442,13833.251753554285
06073016615,False,False,False,False,0,False,-0.3309247795888757,10820.296273202937
06073016616,False,False,False,True,1,False,-0.0066040330777445,9615.172272900825
06073016617,False,False,False,False,0,False,1.6332731151919184,13872.240503197907
06073016618,True,True,True,True,4,True,-0.1848497943957825,422.4976711200846
06073016619,True,True,True,True,4,True,0.2822476127506625,4388.471857893359
06073016620,False,True,False,False,1,False,-0.1922334340573847,6463.92173043915
06073016621,True,True,True,True,4,True,-0.3309521700266726,3658.400811192762
06073016703,False,True,False,True,2,False,-0.1744987885351011,5283.34228910184
06073016704,True,True,True,True,4,True,-0.1666813967325826,421.7776144790439
06073016705,False,True,False,False,1,False,0.6579170538723962,5568.768805447459
06073016706,True,True,False,True,3,True,0.5588419435513551,3116.0816234544695
06073016804,True,True,False,False,2,False,0.2822034322060181,3832.2791707501
06073016806,False,False,False,True,1,False,0.283347802114306,5259.161307616774
06073016807,True,True,True,True,4,True,-0.1242305862556885,858.1425929156009
06073016809,True,True,True,True,4,True,0.7706394427055621,1155.4817382497847
06073016810,True,True,False,False,2,False,-0.5151637120896008,2080.9857744756428
06073016811,True,True,True,True,4,True,-0.0611581605350981,724.9250926014339
06073016812,True,True,True,True,4,True,0.5394228101475349,957.5968026453048
06073016813,True,True,True,True,4,True,-0.0140039184687859,265.5424830115767
06073016901,True,True,True,True,4,True,-0.2117876031814531,2572.1673338026594
06073016902,True,True,True,True,4,True,-0.173575413070717,1873.7796456249828
06073017006,True,False,True,True,3,True,-0.6742525658875341,4102.005694004779
06073017009,True,False,False,False,1,False,-0.3039780824040523,2386.1523021682087
06073017010,True,True,True,True,4,True,-1.1050237344476292,227.08803031613954
06073017014,False,False,False,False,0,False,1.0840638107956064,6452.732992291612
06073017018,False,False,False,True,1,False,-0.039456335130557,11982.230593529459
06073017020,True,True,True,True,4,True,-0.7797609387928404,360.3190760113821
06073017021,True,True,True,True,4,True,-0.946724581289545,256.4412830747226
06073017022,False,False,False,False,0,False,-0.3744746091479123,15715.450038566953
06073017031,False,False,False,True,1,False,-0.6634904580306938,4490.498913474484
06073017033,True,True,True,True,4,True,-0.905696051577892,586.0541890909071
06073017034,False,False,True,True,2,False,-0.4361109961136871,13596.119892605704
06073017035,False,False,False,True,1,False,0.5112256329603836,13431.231779943217
06073017036,False,False,True,False,1,False,-0.414044510446814,5807.146658714206
06073017037,True,False,False,True,2,False,-0.2074390103382829,1898.226869808373
06073017039,False,False,False,True,1,False,-0.2949077523529294,16530.260825102006
06073017040,False,False,False,False,0,False,-0.5695964393914469,8824.901270053575
06073017041,True,False,False,False,1,False,-0.6791658258692354,4304.4304375101065
06073017043,True,False,False,True,2,False,-0.7896012683622402,3412.6546492778684
06073017044,True,False,False,True,2,False,-1.0560160648228156,4383.899554914736
06073017045,False,True,False,True,2,False,-1.338082440507062,4550.545312659123
06073017046,True,False,True,True,3,True,-0.879154538632851,3620.0675818015393
06073017047,False,True,True,True,3,True,-0.9993616840236552,10267.399706904436
06073017048,False,False,False,True,1,False,0.0539620975986151,25948.94696052567
06073017049,False,True,False,True,2,False,0.1094565783484378,23962.126213901895
06073017050,False,False,False,False,0,False,0.1427511921001069,15573.548141820345
06073017051,False,False,False,False,0,False,-0.4835676728529923,19029.016517796168
06073017052,False,False,False,True,1,False,-0.3474992763935903,4591.2293068061135
06073017053,True,True,True,True,4,True,-1.263306414081108,321.2766429262989
06073017054,True,False,True,True,3,True,-0.5728276018907468,3022.9545253928322
06073017055,False,False,False,False,0,False,-0.8229135681494771,18617.758495107864
06073017056,False,False,False,False,0,False,0.078609783690801,18194.545686508947
06073017057,False,False,True,True,2,False,-0.7305858693136492,4492.025881837953
06073017058,False,False,False,True,1,False,-0.5139061588419717,5275.554725949318
06073017059,True,True,True,True,4,True,0.173702447949139,3799.354779802563
06073017060,True,True,True,True,4,True,-0.0918491613084003,1296.5243230494439
06073017061,True,True,True,True,4,True,-0.3260487373764227,2290.3495232748623
06073017062,True,True,True,True,4,True,-1.4566319352341128,1188.7402176651165
06073017063,True,False,True,True,3,True,-0.3331167423083012,1424.5310945742297
06073017064,False,True,True,False,2,False,-1.2173349478898543,22632.423320349793
06073017065,True,True,True,False,3,True,-0.9403079765113778,3818.9755357368426
06073017066,True,True,True,True,4,True,-0.7607785143181669,537.9435056588497
06073017067,False,False,False,True,1,False,-0.9383274507289856,5438.773306619798
06073017068,False,False,False,True,1,False,-0.5212913746852169,4907.081456554925
06073017069,False,False,False,True,1,False,-0.9813042739718671,25128.760191065798
06073017070,False,True,True,False,2,False,-0.8711906467544731,22757.55651538551
06073017071,False,False,True,False,1,False,-1.1234208374118788,21717.644437241906
06073017104,False,False,False,False,0,False,-0.2871714216699007,6480.839891411406
06073017106,True,True,True,True,4,True,-1.4013116350124744,2014.6360845190381
06073017107,False,False,False,False,0,False,-1.0272033705482837,7384.0643983307655
06073017108,False,False,False,False,0,False,-0.545293116709581,7815.673965916652
06073017109,True,True,False,False,2,False,-1.481225150046203,2687.2782748637806
06073017111,True,True,True,True,4,True,-1.1383090724314997,1119.1082585770835
06073017112,True,True,True,True,4,True,-1.0214166463276977,662.3107411666714
06073017113,True,True,True,True,4,True,-0.5845011634328426,1960.2488837848095
06073017201,False,False,False,False,0,False,-0.9669826816854868,6057.319611762067
06073017202,False,False,False,False,0,False,-0.9640627150143716,8745.827334652335
06073017303,False,False,False,False,0,False,-0.3710328829870737,12491.788116677162
06073017305,False,False,True,False,1,False,-0.7155740286829727,4573.841968948576
06073017306,False,False,True,False,1,False,-1.414054116647962,4561.418392931521
06073017307,False,False,False,False,0,False,-0.0482729632768045,17030.77082273313
06073017308,False,False,True,False,1,False,0.3882499554834295,9957.061533170148
06073017403,True,False,False,False,1,False,-0.622134613591613,3603.494327052514
06073017405,False,False,False,False,0,False,0.6387992037561676,11814.468538459269
06073017406,False,False,False,False,0,False,-0.2961116315113577,5309.199425272014
06073017407,False,False,False,False,0,False,-0.9600374777900084,14173.921703154354
06073017408,False,False,False,False,0,False,-0.2997808200299446,14808.744480003259
06073017501,False,False,False,False,0,False,-0.2856280812116785,29202.765722937373
06073017502,False,False,False,False,0,False,-0.1825410983925448,18682.219952196458
06073017601,True,True,True,True,4,True,-0.4595465467000523,4154.392944691068
06073017603,False,False,False,False,0,False,-0.9714649996958736,12172.158270731745
06073017605,False,False,False,False,0,False,-0.0078204351425452,16111.72125188374
06073017606,False,False,False,False,0,False,0.0306516646163866,27862.908772890365
06073017701,False,True,True,True,3,True,0.1842613535899605,7327.340042818343
06073017702,False,False,False,False,0,False,-0.5073923152165641,20585.57354354483
06073017801,False,False,False,False,0,False,0.1150220623094308,33235.42653131221
06073017808,True,True,True,True,4,True,-0.6550195752620999,922.8824864721711
06073017809,False,False,False,False,0,False,-0.3701844853837617,22360.152812310356
06073017810,False,False,False,False,0,False,-0.5686949580129502,16894.052583622182
06073017811,False,False,False,True,1,False,-0.7489263772683646,13517.298107188863
06073017813,False,False,False,False,0,False,-0.172031602745962,11906.204687465697
06073017901,False,False,False,False,0,False,0.7660309608436849,24258.321139954565
06073017902,False,False,False,False,0,False,0.7213306695116355,16941.36685726227
06073018000,False,False,False,False,0,False,0.0154442174575054,19987.65988490062
06073018101,False,False,False,False,0,False,-0.1750219104428535,21843.022663088734
06073018102,False,False,False,False,0,False,0.0305159945774371,28754.56215121931
06073018201,False,False,False,False,0,False,0.6591367935212527,27382.79428451953
06073018202,False,False,False,False,0,False,0.3627611114252775,25728.233529564935
06073018301,False,False,False,False,0,False,0.1843407028901118,17437.064039239754
06073018302,False,False,False,False,0,False,0.5259934620859369,21045.960692359586
06073018400,False,False,False,False,0,False,1.532562634656695,18184.17722431847
06073018504,False,False,False,False,0,False,-0.1258270884614099,19072.586931343994
06073018509,False,True,False,False,1,False,1.5096230720326662,17830.20274569127
06073018510,False,True,False,False,1,False,1.047766164660012,14396.906244929423
06073018511,False,True,False,False,1,False,0.6809564514407653,23619.493403443917
06073018512,True,True,False,True,3,True,0.9080938659588432,4065.991450827941
06073018515,False,False,True,True,2,False,-0.1725864238392452,5283.105050122617
06073018516,False,False,False,True,1,False,-0.1853401079977682,7500.612435284028
06073018517,False,False,False,False,0,False,0.0377220139944597,20689.23579157717
06073018518,False,False,False,False,0,False,-0.0812798379368177,12778.093020912624
06073018519,False,False,False,False,0,False,0.0156224971930859,22308.564605546806
06073018520,True,True,False,True,3,True,-0.1169964979854437,3418.33272364123
06073018521,False,True,False,False,1,False,-0.0697602536303659,8244.235727519746
06073018522,False,False,False,False,0,False,-0.4218228219951145,12322.201737382748
06073018523,False,True,False,False,1,False,-0.0887641404133444,10733.780452086634
06073018524,True,True,False,True,3,True,0.5820532628250312,3457.3160889549467
06073018525,True,True,False,False,2,False,-0.7566294817611577,3098.334211891359
06073018601,False,True,False,True,2,False,-0.4272341063379254,6731.917366953037
06073018608,True,True,False,True,3,True,-0.5129418354809664,2825.312823531401
06073018609,False,True,False,True,2,False,0.5817868628234631,5271.954325546638
06073018612,True,True,True,True,4,True,-0.336870439328275,903.1099256218093
06073018613,False,True,False,True,2,False,-0.0465009106201064,5370.396245252804
06073018615,False,True,False,False,1,False,0.1305478156868749,12099.903881717495
06073018616,False,True,False,False,1,False,0.8850248588315551,13968.664566395613
06073018617,True,True,False,True,3,True,-0.4122079268151675,670.5046805197103
06073018618,False,True,False,False,1,False,0.5009206565230607,7153.868416283825
06073018619,True,True,True,True,4,True,-0.9883242621892796,795.6107750665872
06073018620,True,True,False,True,3,True,-0.0490766808908429,2459.356538438228
06073018621,False,True,False,False,1,False,-0.1911665003430574,14321.0931694457
06073018622,False,True,False,False,1,False,1.015854084223262,10281.170980438355
06073018801,True,True,True,True,4,True,0.0032598846848215,1602.8434211048782
06073018803,True,True,True,True,4,True,0.2747439958217415,1138.7147030135272
06073018804,True,True,True,True,4,True,-0.2971572875733976,915.5367247116945
06073018805,True,True,True,True,4,True,-0.4177452334190393,349.44926650575024
06073018906,True,True,True,True,4,True,0.330553659620997,1615.2387733417488
06073019103,True,True,True,True,4,True,-0.1647424495857726,964.0520182765574
06073019105,True,True,True,True,4,True,-0.1312106765155063,613.1072475422166
06073019107,True,True,True,True,4,True,-0.4508803612042829,102.87149875362711
06073019108,True,True,True,True,4,True,0.0844399915551222,2292.057577700438
06073019109,True,True,True,True,4,True,-0.1112274289256591,572.9988101274567
06073019110,True,True,True,True,4,True,-0.3774495662246897,2059.2472161263704
06073019111,True,True,True,True,4,True,-0.1966638851774264,2187.3015750397303
06073019203,True,True,False,False,2,False,-0.4889919818401322,3196.7477968328876
06073019205,True,False,False,False,1,False,0.4389224731493454,4309.723069984015
06073019206,False,False,False,False,0,False,-0.0544659988350227,11770.882754290176
06073019208,True,True,True,True,4,True,-0.2692878445284743,2775.815462693099
06073019209,True,True,True,True,4,True,-0.0429623816619142,406.37628588923656
06073019210,False,False,False,False,0,False,0.3630715577608301,6617.109929245568
06073019301,True,True,False,False,2,False,-0.2345578507404871,2462.7799614396126
06073019303,True,False,False,False,1,False,-0.4176002406779028,3716.544623038783
06073019304,False,False,False,False,0,False,-0.2652883546875905,15382.815773997594
06073019305,False,True,False,False,1,False,0.1912295180727379,12923.66153668611
06073019403,False,False,False,False,0,False,-0.1357725764838096,7100.63240923599
06073019404,False,False,False,False,0,False,0.6943509766699147,10641.764116190907
06073019405,False,False,False,False,0,False,0.1530387720382136,16522.18690895998
06073019406,False,False,False,False,0,False,0.3768873561563641,14252.641181995521
06073019501,False,False,False,False,0,False,0.622499410121982,19036.14560991853
06073019502,False,False,False,False,0,False,0.9306998699655596,19333.354563331042
06073019503,False,False,False,False,0,False,0.2525451119166993,35207.89263452528
06073019601,False,False,False,True,1,False,-0.0759221170113187,6480.339126779808
06073019602,False,False,False,False,0,False,0.3390332183186925,6450.730745245782
06073019701,False,False,False,False,0,False,0.0497752546767696,6495.142887166215
06073019702,False,False,False,False,0,False,-0.0531396415825916,7923.460317690176
06073019803,False,False,False,True,1,False,0.6452988664204606,8104.102893173851
06073019804,False,True,True,False,2,False,-0.6622353058179986,18456.015278603434
06073019805,False,False,False,False,0,False,0.4207069655303098,12068.739819791877
06073019808,True,False,True,False,2,False,-0.2251868008373201,1414.7179684257944
06073019809,False,False,False,False,0,False,-0.4610048976767402,17516.006686616984
06073019810,False,True,True,True,3,True,0.4596310047830312,12677.75827757774
06073019811,False,False,False,False,0,False,-0.2581159713001336,40826.006985460794
06073019902,False,False,False,False,0,False,0.0928930984687387,20625.52423349151
06073019903,False,False,False,True,1,False,-0.278144985919744,12947.47327030148
06073019904,False,False,False,False,0,False,-0.0606395339693788,16546.414918676048
06073019905,False,True,False,True,2,False,-0.4109738715005003,15999.377536359738
06073020015,True,True,False,False,2,False,-0.902736356970334,2477.2892358086788
06073020017,False,False,False,False,0,False,0.6025591519282395,18882.99424308562
06073020019,False,True,False,False,1,False,0.8187835599807184,26520.786793441905
06073020021,False,False,False,False,0,False,0.2469629219220614,25904.50313979643
06073020023,False,False,False,False,0,False,-0.2840041423063438,47053.48983078939
06073020024,False,False,False,False,0,False,0.542331434181011,11315.60852666762
06073020025,False,False,False,False,0,False,0.2604902762175709,37395.67021768005
06073020026,False,False,False,False,0,False,-0.5059204007214118,19571.055505783075
06073020028,False,False,False,False,0,False,1.0619939756989654,31132.65449333923
06073020029,False,False,False,False,0,False,1.052070740969431,23599.916617196126
06073020030,False,False,True,True,2,False,-0.2706234127133404,15323.049428407183
06073020031,False,True,False,True,2,False,-0.1881411257682056,5794.079819331782
06073020032,True,True,True,True,4,True,-0.7697781173956778,884.275891883599
06073020033,True,True,True,True,4,True,-0.109727056774936,892.7289908120492
06073020034,False,False,False,False,0,False,-1.485189577174418,12341.58757382294
06073020035,False,False,False,False,0,False,-0.9079241540300405,5367.585037199216
06073020036,False,False,False,False,0,False,0.7580978904472889,40592.68539766147
06073020037,False,True,False,False,1,False,-0.0597166699139834,31177.151050142267
06073020038,True,True,True,True,4,True,-0.5937048304657908,2709.5843947457233
06073020039,False,True,False,False,1,False,-0.660112639527198,16683.107661493726
06073020040,False,True,True,False,2,False,0.0231199104148337,7799.219578575474
06073020041,False,False,False,False,0,False,0.0284117912043191,10440.418759241424
06073020042,True,True,True,True,4,True,-0.1854077364325528,3060.7920398205897
06073020043,True,True,True,True,4,True,-0.5658681181843846,947.7101828282075
06073020044,True,True,True,True,4,True,-0.9434716358370993,937.9166773856565
06073020105,False,True,False,False,1,False,0.1558454579923403,8541.799345371266
06073020106,True,True,False,False,2,False,0.4055308373533982,1925.2955134376703
06073020107,False,False,False,False,0,False,0.3745765726908069,11677.796135395929
06073020108,False,False,False,False,0,False,0.6665715608997971,23871.608253841405
06073020109,False,False,False,False,0,False,0.0858213428513369,14294.801988746083
06073020110,True,True,True,True,4,True,-0.2733158498861672,1038.0364791369184
06073020111,True,True,True,True,4,True,-0.8151239333214834,388.5837074135014
06073020202,False,False,False,False,0,False,1.212977316888497,21914.28473932311
06073020206,False,False,False,False,0,False,0.3746779877334991,20469.11774789267
06073020207,False,False,False,False,0,False,1.4863848751941362,13966.45672012365
06073020208,False,False,False,False,0,False,-0.1000352477385777,14727.386960763408
06073020209,False,False,False,False,0,False,1.1813643477650295,14522.839427243884
06073020210,False,False,False,False,0,False,0.5896597079413596,13018.098896083722
06073020211,False,False,False,False,0,False,1.0811583902166892,20499.973090159307
06073020213,False,False,False,False,0,False,1.6031837121691843,21869.215647743422
06073020214,False,False,False,False,0,False,2.2219274764399106,42479.03510589363
06073020304,True,True,True,True,4,True,-0.6704600743109844,1764.3345650178428
06073020305,False,False,False,False,0,False,0.1876514849977034,6172.487523127585
06073020308,False,False,False,False,0,False,1.3428595693013794,12484.4434736121
06073020309,False,False,False,True,1,False,-0.1870886111861243,10681.897521141487
06073020310,False,False,False,True,1,False,-0.3255742466594777,5374.202209382369
06073020311,True,True,True,True,4,True,0.4134689618151613,3625.083045036928
06073020312,True,True,True,True,4,True,-0.1452031933616605,79.7102058572132
06073020313,False,False,False,True,1,False,1.0942491755992714,31452.433676690423
06073020401,True,True,True,True,4,True,-0.7313882399671675,1464.298864092038
06073020403,False,False,False,False,0,False,-0.1734409185511822,13069.501571316245
06073020404,False,False,False,True,1,False,-0.1110867713890562,9197.920339735996
06073020405,True,False,True,True,3,True,-0.7051323095616033,3719.470737476233
06073020500,False,False,False,False,0,False,0.4759930570567758,40722.319787129905
06073020601,False,False,False,False,0,False,0.671004108320032,23393.942753391904
06073020602,False,False,False,False,0,False,0.9552689950090524,21561.593068456204
06073020705,False,False,False,False,0,False,-0.2889915537959109,7370.896398112068
06073020706,True,True,True,True,4,True,-0.6754050174062923,2249.9195433190707
06073020707,False,False,False,False,0,False,0.6178580766360569,20405.942356092764
06073020708,True,False,False,True,2,False,-0.5439930050172767,4072.2357039859676
06073020710,True,True,True,True,4,True,0.0285199576068243,517.411906204369
06073020711,True,True,True,True,4,True,-0.4336397282953312,382.70675369504943
06073020712,True,True,True,False,3,True,-0.3533847134003454,1777.9172775181876
06073020801,True,True,True,True,4,True,-0.6141164111333063,646.1147412869456
06073020805,True,False,True,True,3,True,-0.1549386970102718,2172.432539761949
06073020806,True,False,False,True,2,False,0.4642239953428052,2744.7512583378216
06073020807,True,True,True,True,4,True,-0.2688099521128949,417.75843253961307
06073020810,True,True,True,True,4,True,-0.6801822568533825,700.5981951481964
06073020811,True,True,True,True,4,True,-0.5861955438654736,701.0499361648565
06073020812,True,False,True,True,3,True,0.082665208879662,2248.7666973152986
06073020813,True,True,True,True,4,True,-0.3954539936014458,1107.6890722996834
06073021204,True,True,True,True,4,True,-0.3724339174938076,618.359629830396
06073021205,True,True,True,True,4,True,0.3946626193551303,2100.1939167232217
06073021206,True,True,True,True,4,True,-0.4876762488189958,494.24050358487455
06073021304,True,True,True,True,4,True,-0.7883557152318397,1578.6616077353965
06073021305,True,True,True,True,4,True,-0.5145283488024215,1412.0739716475355
06073021306,True,True,True,True,4,True,-0.488325236885117,400.6538009067063
06073021401,False,False,False,False,0,False,0.0193018302756929,34836.41562631585
06073021402,False,False,False,False,0,False,0.3665031465599463,18280.03773416612
06073021501,True,False,True,False,2,False,-1.5277213243096492,2988.5715555475504
06073021502,True,False,True,True,3,True,-0.5325086553349447,1875.5427670746667
06073021600,True,True,True,True,4,True,-0.0425764046052134,1266.836509412326
06073021800,False,False,True,False,1,False,-1.136262055845597,5805.807192129312
06073021900,False,False,False,False,0,False,1.1300792654498106,15522.816422034959
06073022000,False,False,False,False,0,False,0.5591400495034883,12198.405060384925
06073022101,False,False,True,True,2,False,-0.7972899879189118,32844.419753842274
06073022102,False,False,True,True,2,False,-0.4270187345033209,16317.941184991372
